nom,nom_arabe,nom_berbere,type_etablissement,ville,adresse,adresse_arabe,telephone,site_web,note,nombre_avis,statut_ouverture,latitude,longitude,url_google_maps,terme_recherche,photos_count,langues_detectees,date_extraction,horaires_ouverture,avis_recents,services
الثانوية الثأهيلية عين حرودة,الثانوية الثأهيلية عين حرودة,,Lycée,Aïn Harrouda,"fragmentation al-falah, Bd mokhtar soussi, Âïn-Harrouda 28630",,,,"4,3",4,Fermé ⋅ Ouvre à 08:30 lun.,33.6374651,-7.4570664,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%88%D9%8A%D8%A9+%D8%A7%D9%84%D8%AB%D8%A3%D9%87%D9%8A%D9%84%D9%8A%D8%A9+%D8%B9%D9%8A%D9%86+%D8%AD%D8%B1%D9%88%D8%AF%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xda7cb9842416d09:0xcc1c739dcd7fbbc5!8m2!3d33.6374651!4d-7.4570664!16s%2Fg%2F11hkvvq9t3!19sChIJCW1BQpjLpw0Rxbt_zZ1zHMw?authuser=0&hl=fr&rclk=1,مركز التأهيل,0,arabe|francais,2025-07-06T07:30:02.959652,{},[],[]
Âïn-Harrouda,,,,Aïn Harrouda,,,,,"3,9",3,,33.6354836,-7.4498563,https://www.google.com/maps/place/%C3%82%C3%AFn-Harrouda/data=!4m7!3m6!1s0xda7b589488c4c9f:0xc31acaf7799012f7!8m2!3d33.6354836!4d-7.4498563!16s%2Fm%2F0gytbb1!19sChIJn0yMSIm1pw0R9xKQeffKGsM?authuser=0&hl=fr&rclk=1,ⴰⵎⴰⵙⵙⴰⵏ ⵏ ⵓⵙⴰⵏ,0,francais,2025-07-06T07:30:51.893379,{},[],[]
Ain Harrouda,,,,Aïn Harrouda,,,,,,,,33.6354939,-7.4498749,https://www.google.com/maps/place/Ain+Harrouda/data=!4m7!3m6!1s0xda7ca1087795095:0x5ae3e9b6f174af1!8m2!3d33.6354939!4d-7.4498749!16s%2Fg%2F11y7c2_h72!19sChIJlVB5hxDKpw0R8UoXb5s-rgU?authuser=0&hl=fr&rclk=1,ⴰⵎⴰⵙⵙⴰⵏ ⵏ ⵜⴷⵓⴽⵜⵓⵔ,0,francais,2025-07-06T07:31:42.105080,{},[],[]
Cabinet de psychomotricité FARAJ Ibtissam Ain sebaa Bernoussi عيادة العلاج الحسي و النفسي الحركي عين السبع البرنوصي,عيادة العلاج الحسي و النفسي الحركي عين السبع البرنوصي,,Psychomotricien,Aïn Harrouda,"Bd Mohamed El Yazidi, Casablanca 20250",,+212663-866285,,"5,0",8,,33.6012428,-7.5139516,https://www.google.com/maps/place/Cabinet+de+psychomotricit%C3%A9+FARAJ+Ibtissam+Ain+sebaa+Bernoussi+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D8%A7%D9%84%D8%AD%D8%B3%D9%8A+%D9%88+%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A+%D8%A7%D9%84%D8%AD%D8%B1%D9%83%D9%8A+%D8%B9%D9%8A%D9%86+%D8%A7%D9%84%D8%B3%D8%A8%D8%B9+%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D9%88%D8%B5%D9%8A%E2%80%AD/data=!4m7!3m6!1s0xda7cd000946429b:0xc91e824b9366b2a1!8m2!3d33.6012428!4d-7.5139516!16s%2Fg%2F11vwy4h18g!19sChIJm0JGCQDNpw0RobJmk0uCHsk?authuser=0&hl=fr&rclk=1,مركز طبي نفسي,0,arabe|francais,2025-07-06T07:33:40.062787,{},[],[]
psychologue Mamou Ihsane,,,Psychologue,Aïn Jemaa,"19, rue pasteur vn, 19 Rue Pasteur, Meknès 50000",,+212670-964377,,"4,7",30,Fermé ⋅ Ouvre à 09:00 lun.,33.9014695,-5.5479414,https://www.google.com/maps/place/psychologue+Mamou+Ihsane/data=!4m7!3m6!1s0xda04504a34fc15d:0xe5faac75edd415a3!8m2!3d33.9014695!4d-5.5479414!16s%2Fg%2F11gs42kh4x!19sChIJXcFPowRFoA0RoxXU7XWs-uU?authuser=0&hl=fr&rclk=1,psychologue,0,francais,2025-07-06T07:35:26.466178,{},[],[]
Centre d'addictologie Témara (en cours),,,Hôpital,Aïn Jemaa,"W35C+VPW, Témara",,,,"5,0",5,,33.9097391,-6.9281808,https://www.google.com/maps/place/Centre+d%27addictologie+T%C3%A9mara+%28en+cours%29/data=!4m7!3m6!1s0xda70dc64e4d6491:0x5a22a863c599cbf7!8m2!3d33.9097391!4d-6.9281808!16s%2Fg%2F11hfj87dww!19sChIJkWRNTsYNpw0R98uZxWOoIlo?authuser=0&hl=fr&rclk=1,centre addictologie,0,francais,2025-07-06T07:36:17.262854,{},[],[]
Souhail Services,,,Service de santé mentale,Aïn Jemaa,"01 App B/Bh, Residence AYA, Ain Attiq, Temara, Ain Attiq 12003",,+212631-045233,,,,Fermé ⋅ Ouvre à 07:00 lun.,33.8780571,-6.974604,https://www.google.com/maps/place/Souhail+Services/data=!4m7!3m6!1s0xda70dde9236d1ef:0x4e6ee221ee13c4d5!8m2!3d33.8780571!4d-6.974604!16s%2Fg%2F11ycy5kf9q!19sChIJ79E2kt4Npw0R1cQT7iHibk4?authuser=0&hl=fr&rclk=1,centre santé mentale,0,francais,2025-07-06T07:39:56.505028,{},[],[]
"Association Al AMAL, centre d'éducation et de rééducation paramédicale pour les personnes en situation de handicap",,,Association ou organisation,Aïn Jemaa,"Association Al Amal centre éducatif et rééducation SBZ 50000, Meknès 50070",,+212532-666724,,"5,0",2,Fermé ⋅ Ouvre à 09:00 lun.,33.8612078,-5.5331874,"https://www.google.com/maps/place/Association+Al+AMAL,+centre+d%27%C3%A9ducation+et+de+r%C3%A9%C3%A9ducation+param%C3%A9dicale+pour+les+personnes+en+situation+de+handicap/data=!4m7!3m6!1s0xda0459260d5a79b:0x23ea0530dbdf6aa!8m2!3d33.8612078!4d-5.5331874!16s%2Fg%2F11vpsfv8dt!19sChIJm6fVYJJFoA0Rqva9DVOgPgI?authuser=0&hl=fr&rclk=1",centre réhabilitation,0,francais,2025-07-06T07:40:45.554673,{},[],[]
Dr Jihad Mansour psychologue P-Consulting Cabinet d’accompagnement psychologique,,,Psychologue,Aïn Jemaa,"BLOC 3, 4eme ETAGE APPT N°28, COMPLEX JAOUHARA, Temara 12000",,+212662-163695,https://sites.google.com/view/psychologuejihadmansour/accueil,"4,6",45,Fermé ⋅ Ouvre à 09:00 lun.,33.9154829,-6.9275108,https://www.google.com/maps/place/Dr+Jihad+Mansour+psychologue+P-Consulting+Cabinet+d%E2%80%99accompagnement+psychologique/data=!4m7!3m6!1s0xda70d94fe6aa5bd:0x9240c98c5069febc!8m2!3d33.9154829!4d-6.9275108!16s%2Fg%2F11ff0whb_r!19sChIJvaVq_pQNpw0RvP5pUIzJQJI?authuser=0&hl=fr&rclk=1,thérapeute,0,francais,2025-07-06T07:41:39.770335,{},[],[]
Centre d'addictologie Marrakech,,,Médecin,Aïn Jemaa,"JXVP+7FP, Rue Ibn Qodama, Marrakech 40000",,+2125244-48737,,"3,4",7,Fermé ⋅ Ouvre à 09:00 lun.,31.6432203,-8.0138081,https://www.google.com/maps/place/Centre+d%27addictologie+Marrakech/data=!4m7!3m6!1s0xdafee845c1163c1:0xa68e89a48f3a9f9e!8m2!3d31.6432203!4d-8.0138081!16s%2Fg%2F11cs2wp0x4!19sChIJwWMRXITurw0Rnp86j6SJjqY?authuser=0&hl=fr&rclk=1,addictologue,4,francais,2025-07-06T07:42:30.026787,{},[],[]
Psychiatre Dr MALKI Zahira psychothérapeute-addictologue طبيب نفسي,طبيب نفسي,,Psychiatre,Aïn Jemaa,"immeuble A, boulvard, complexe évasion square, Av. Abou Bakr el Kadiri, Casablanca 20000",,+212680-669240,,"4,7",30,Fermé ⋅ Ouvre à 09:00 lun.,33.529002,-7.6492167,https://www.google.com/maps/place/Psychiatre+Dr+MALKI+Zahira+psychoth%C3%A9rapeute-addictologue+%D8%B7%D8%A8%D9%8A%D8%A8+%D9%86%D9%81%D8%B3%D9%8A%E2%80%AD/data=!4m7!3m6!1s0xda7d3d45c868f1b:0xbf0e7af278b2d8bd!8m2!3d33.529002!4d-7.6492167!16s%2Fg%2F11gm9zpmld!19sChIJG4-GXNTTpw0RvdiyePJ6Dr8?authuser=0&hl=fr&rclk=1,طبيب نفسي,0,arabe|francais,2025-07-06T07:43:19.327506,{},[],[]
"Cabinet Dr Salima Benmouama - Psychiatre, Psychothérapeute et Addictologue",,,Psychiatre,Aïn Jemaa,"Etage 1, Bureau 18، Angle Av. Ghandi, Av. Stendhal, Casablanca 20000",،,+212664-534952,https://www.google.com/url?q=http://www.psychiatrecasablanca.ma/&opi=79508299&sa=U&ved=0ahUKEwiBjYaN0aeOAxUqQ_EDHcmrE44Q61gIFygT&usg=AOvVaw0tySV9DnDbnjNoFznilJ_S,"4,1",75,Fermé ⋅ Ouvre à 09:00 lun.,33.5660196,-7.6375945,"https://www.google.com/maps/place/Cabinet+Dr+Salima+Benmouama+-+Psychiatre,+Psychoth%C3%A9rapeute+et+Addictologue/data=!4m7!3m6!1s0xda7d2c4342f8fe9:0x5c24d4e4d5e6bfd6!8m2!3d33.5660196!4d-7.6375945!16s%2Fg%2F11f2s4m0fb!19sChIJ6Y8vNMTSpw0R1r_m1eTUJFw?authuser=0&hl=fr&rclk=1",عيادة نفسية,0,francais,2025-07-06T07:45:27.854165,{},[],[]
Mindfulness Center : Neurofeedback dynamique NeurOptimal® By Meriem SAMAK,,,Programme de bien-être,Aïn Jemaa,"75 Rue Abou Alâa Zahr, Casablanca 20450",,+2125228-61321,https://www.google.com/url?q=http://www.neurotherapie-casablanca.com/&opi=79508299&sa=U&ved=0ahUKEwit-N-i0aeOAxWGVvEDHQEkGlQQ61gIEigO&usg=AOvVaw1AeWqWACi9Ke3WbtvtvUZS,"5,0",47,Fermé ⋅ Ouvre à 09:00 lun.,33.5730486,-7.619586,https://www.google.com/maps/place/Mindfulness+Center+:+Neurofeedback+dynamique+NeurOptimal%C2%AE+By+Meriem+SAMAK/data=!4m7!3m6!1s0xad2ad38348a664db:0xf89d131556698257!8m2!3d33.5730486!4d-7.619586!16s%2Fg%2F11v5b3z1x8!19sChIJ22SmSIPTKq0RV4JpVhUTnfg?authuser=0&hl=fr&rclk=1,مركز الصحة النفسية,0,francais,2025-07-06T07:46:14.317868,{},[],[]
Dr Mahassine TOUHAMI د. محاسن التهامي,د محاسن التهامي,,Psychothérapeute,Aïn Jemaa,"appt 518, Résidence ESSAADA, angle avenue Mohamed 5 et avenue Hassan 2 Imm 5, 4 ème étage, Rabat",,+2125377-34956,https://www.google.com/url?q=http://www.touhami.ma/&opi=79508299&sa=U&ved=0ahUKEwjy5aPJ0aeOAxWMRPEDHdTTNaMQ61gIFCgQ&usg=AOvVaw3h_JteJhP76xb6fo28Igk5,"4,5",92,Fermé ⋅ Ouvre à 09:00 lun.,34.0217908,-6.8382204,https://www.google.com/maps/place/Dr+Mahassine+TOUHAMI+%D8%AF.+%D9%85%D8%AD%D8%A7%D8%B3%D9%86+%D8%A7%D9%84%D8%AA%D9%87%D8%A7%D9%85%D9%8A%E2%80%AD/data=!4m7!3m6!1s0xda76d91209b3717:0x63c7e4e10383c9b6!8m2!3d34.0217908!4d-6.8382204!16s%2Fg%2F11h1mg7mql!19sChIJFzebIJFtpw0RtsmDA-Hkx2M?authuser=0&hl=fr&rclk=1,معالج نفسي,0,arabe|francais,2025-07-06T07:47:33.801336,{},[],[]
Ain Jemaa,,,,Aïn Jemaa,,,,,,,,34.0253645,-5.7894555,https://www.google.com/maps/place/Ain+Jemaa/data=!4m7!3m6!1s0xda08b37d5955e43:0x551f5eb9bc924b6d!8m2!3d34.0253645!4d-5.7894555!16s%2Fg%2F11c1xlpczl!19sChIJQ16V1TeLoA0RbUuSvLleH1U?authuser=0&hl=fr&rclk=1,ⴰⵎⴰⵙⵙⴰⵏ ⵏ ⵓⵙⴰⵏ,0,francais,2025-07-06T07:49:44.436100,{},[],[]
Cabinet de psychiatrie Dr Fatine FIFANI,,,Psychiatre,Aïn Jemaa,"appartement A21، 19 Rue Al Ananas, Rabat 10100",،,+2125377-11023,https://www.google.com/url?q=https://www.facebook.com/drfatinefifani/&opi=79508299&sa=U&ved=0ahUKEwj8zezG0qeOAxVsVfEDHSTTL7QQ61gIFCgQ&usg=AOvVaw2gZwIwFqn5SgFZK3HeJJBZ,"3,7",23,Fermé ⋅ Ouvre à 10:00 lun.,33.959972,-6.8720601,https://www.google.com/maps/place/Cabinet+de+psychiatrie+Dr+Fatine+FIFANI/data=!4m7!3m6!1s0xda7132df1c448d7:0x8430d7e584e9a6d9!8m2!3d33.959972!4d-6.8720601!16s%2Fg%2F11cs6l7vjm!19sChIJ10jE8S0Tpw0R2abphOXXMIQ?authuser=0&hl=fr&rclk=1,مصحة نفسية,0,francais,2025-07-06T07:51:57.617442,{},[],[]
Ain Karma de Wlad Nssir,,,,Aïn Karma,,,,,"4,6",4,,34.0070978,-5.6173624,https://www.google.com/maps/place/Ain+Karma+de+Wlad+Nssir/data=!4m7!3m6!1s0xda05d9644e8730d:0x78f8a3a891454d19!8m2!3d34.0070978!4d-5.6173624!16s%2Fm%2F0k0xf06!19sChIJDXPoRJZdoA0RGU1Fkaij-Hg?authuser=0&hl=fr&rclk=1,psychiatre,0,francais,2025-07-06T07:53:42.822252,{},[],[]
Karma Clinique,,,Clinique de transplantation de cheveux,Aïn Karma,"Angle Bd 9 Avril et, Boulevard Mohamed Abdou، Casablanca 20250",،,+212675-537088,https://www.google.com/url?q=https://www.instagram.com/karmaclinique&opi=79508299&sa=U&ved=0ahUKEwjZ5MPR1qeOAxX9S_EDHcRbKIgQ61gIFSgR&usg=AOvVaw3Z7m-EUNJIep1Vpk9-fkee,"5,0",4,Fermé ⋅ Ouvre à 00:00 lun.,33.5822039,-7.6281633,https://www.google.com/maps/place/Karma+Clinique/data=!4m7!3m6!1s0x4296b9ca4171fae3:0x55b6aceb124ce0d8!8m2!3d33.5822039!4d-7.6281633!16s%2Fg%2F11vspfx60l!19sChIJ4_pxQcq5lkIR2OBMEuustlU?authuser=0&hl=fr&rclk=1,عيادة نفسية,0,francais,2025-07-06T08:10:14.719554,{},[],[]
Cabinet de Psychiatrie Dr Noura KADIM ( Psychiatre Casablanca ),,,Psychiatre,Aïn Karma,"En face Agence CNSS, 52 Rue Socrate, Résidence Islam, 2ème étage N 4, Casablanca 20000",,+2125229-82380,https://www.google.com/url?q=https://psychiatrecasablanca.com/&opi=79508299&sa=U&ved=0ahUKEwjGidCU16eOAxU1VfEDHbuCOYoQ61gIFCgQ&usg=AOvVaw2sMW5ZJ1Wudi1nZKFQWoBE,"4,6",89,Fermé ⋅ Ouvre à 09:00 lun.,33.5784508,-7.6453803,https://www.google.com/maps/place/Cabinet+de+Psychiatrie+Dr+Noura+KADIM+%28+Psychiatre+Casablanca+%29/data=!4m7!3m6!1s0xda7d31f68105179:0xd338f1fbf199cf4b!8m2!3d33.5784508!4d-7.6453803!16s%2Fg%2F11mgs3wk0b!19sChIJeVEQaB_Tpw0RS8-Z8fvxONM?authuser=0&hl=fr&rclk=1,طبيب نفساني,0,francais,2025-07-06T08:12:34.503252,{},[],[]
Cabinet Kenza Mekouar Psychomotricienne,,,Psychomotricien,Aïn Karma,"numéro 5, Assakan Al Anik, immeuble Diamand1, Bd El Qods, Casablanca 20153",,+212659-469063,,"5,0",21,Fermé ⋅ Ouvre à 09:00 lun.,33.5347515,-7.6116466,https://www.google.com/maps/place/Cabinet+Kenza+Mekouar+Psychomotricienne/data=!4m7!3m6!1s0xda62d9a6fdf83fb:0xe0ebfe6ab6b3962a!8m2!3d33.5347515!4d-7.6116466!16s%2Fg%2F11jzrk71xt!19sChIJ-4Pfb5otpg0RKpaztmr-6-A?authuser=0&hl=fr&rclk=1,معالج نفسي,0,francais,2025-07-06T08:13:20.035839,{},[],[]
CENTRE DES CHAMPS DE KINÉSITHÉRAPIE ET RÉHABILITATION / مركز البساتين للترويض الطبي و إعادة التأهيل,مركز البساتين للترويض الطبي و إعادة التأهيل,,Kinésithérapeute,Aïn Karma,"CHAMPS DE COURSE, 39 ESPACE SABRINE 2ÈME ÉTAGE BUREAU N° 7, Fes 30000",,+212602-739683,https://www.google.com/url?q=https://linktr.ee/centredeschamps%3Ffbclid%3DPAAabUKst5XEku2dzj_4EjyZszjbu7snt-WWe8fayCzqpj5A6Aj5uUNhU8x50&opi=79508299&sa=U&ved=0ahUKEwi23uLC16eOAxVvAtsEHc5rIIcQ61gIFCgQ&usg=AOvVaw3kU7L7syq9bQcyE-x7zMLy,"5,0",74,Fermé ⋅ Ouvre à 09:00 lun.,34.0386072,-5.0116774,https://www.google.com/maps/place/CENTRE+DES+CHAMPS+DE+KIN%C3%89SITH%C3%89RAPIE+ET+R%C3%89HABILITATION+%2F+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%A8%D8%B3%D8%A7%D8%AA%D9%8A%D9%86+%D9%84%D9%84%D8%AA%D8%B1%D9%88%D9%8A%D8%B6+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A+%D9%88+%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AA%D8%A3%D9%87%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0xd9f8b8f505aaa2d:0x3f7bf192b0100ffa!8m2!3d34.0386072!4d-5.0116774!16s%2Fg%2F11jt3q192d!19sChIJLapaUI-Lnw0R-g8QsJLxez8?authuser=0&hl=fr&rclk=1,مركز التأهيل,0,arabe|francais,2025-07-06T08:14:08.754236,{},[],[]
مفروشات الياسمين,مفروشات الياسمين,,Service de santé mentale,Aïn Karma,"N° 87 Av med v, Khémisset",,+212661-891743,,"5,0",1,,33.8258601,-6.0735549,https://www.google.com/maps/place/%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A7%D8%AA+%D8%A7%D9%84%D9%8A%D8%A7%D8%B3%D9%85%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0xda0c3362697f309:0x35029454218157fe!8m2!3d33.8258601!4d-6.0735549!16s%2Fg%2F11twg6dq5h!19sChIJCfOXJjbDoA0R_leBIVSUAjU?authuser=0&hl=fr&rclk=1,مصحة نفسية,0,arabe|francais,2025-07-06T08:18:34.928376,{},[],[]
"Dr Ouaati Amina, cabinet de psychiatrie,psychothérapie,addictologie fes,",,,Psychiatre,Aïn Taoujdate,"3e étage, bureau 23, bureau Médina, Av. Mohammed V, Fès 30000",,+212775-921595,,"4,9",85,Fermé ⋅ Ouvre à 09:00 lun.,34.0400028,-4.9988586,"https://www.google.com/maps/place/Dr+Ouaati+Amina,+cabinet+de+psychiatrie,psychoth%C3%A9rapie,addictologie+fes,/data=!4m7!3m6!1s0xd9f8bd56432b0e5:0x307db64d46b410c6!8m2!3d34.0400028!4d-4.9988586!16s%2Fg%2F11x0g4gx1h!19sChIJ5bAyZNWLnw0RxhC0Rk22fTA?authuser=0&hl=fr&rclk=1",psychiatre,0,francais,2025-07-06T08:21:18.664620,{},[],[]
Psychothérapeute med sam,,,Psychologue,Aïn Taoujdate,,,+212671-598905,,"4,0",4,Ouvert 24h/24,33.7779354,-6.2593326,https://www.google.com/maps/place/Psychoth%C3%A9rapeute+med+sam/data=!4m7!3m6!1s0xd9f8bf4b716b3c7:0x501e355d040e6f7e!8m2!3d33.7779354!4d-6.2593326!16s%2Fg%2F11hf03t1py!19sChIJx7MWt_SLnw0Rfm8OBF01HlA?authuser=0&hl=fr&rclk=1,psychologue,0,francais,2025-07-06T08:22:04.432301,{},[],[]
Hôpital ain taoujdate,,,Hôpital,Aïn Taoujdate,"WRR2+7JH, Ain Taoujdate",,,,"3,3",3,,33.9406797,-5.198392,https://www.google.com/maps/place/H%C3%B4pital+ain+taoujdate/data=!4m7!3m6!1s0xda025002646f0c1:0x129c41359e30d9d2!8m2!3d33.9406797!4d-5.198392!16s%2Fg%2F11wbj3ndkk!19sChIJwfBGJgAloA0R0tkwnjVBnBI?authuser=0&hl=fr&rclk=1,centre addictologie,0,francais,2025-07-06T08:22:56.557652,{},[],[]
hopital ain taoujdat,,,Hôpital,Aïn Taoujdate,"WQQP+FMJ, Ain Taoujdate",,,,"3,3",11,,33.9387004,-5.2133507,https://www.google.com/maps/place/hopital+ain+taoujdat/data=!4m7!3m6!1s0xda024bbca0e90e9:0x50689dbcfa15ee30!8m2!3d33.9387004!4d-5.2133507!16s%2Fg%2F1tplm28k!19sChIJ6ZAOyrskoA0RMO4V-rydaFA?authuser=0&hl=fr&rclk=1,hôpital psychiatrique,0,francais,2025-07-06T08:25:18.639392,{},[],[]
Dr. Khalid EL ALJ & Dr. Houda HJIEJ - Centre Psychiatrique Zerktouni,,,Psychiatre,Aïn Taoujdate,"3ème étage, App. 8, 70 Bd Mohammed Zerktouni, Casablanca 20140",,+2125222-22331,https://www.google.com/url?q=https://www.instagram.com/drhoudahjiej/&opi=79508299&sa=U&ved=0ahUKEwji3JiY2qeOAxWoVPEDHaKGKx4Q61gIFCgQ&usg=AOvVaw0T6r58OW8_VftxHsSayKxO,"4,0",31,Fermé ⋅ Ouvre à 09:00 lun.,33.5831485,-7.6209231,https://www.google.com/maps/place/Dr.+Khalid+EL+ALJ+%26+Dr.+Houda+HJIEJ+-+Centre+Psychiatrique+Zerktouni/data=!4m7!3m6!1s0xda7d2961c16c0c7:0x2042c5acee7f70bc!8m2!3d33.5831485!4d-7.6209231!16s%2Fg%2F11b6h_4q67!19sChIJx8AWHJbSpw0RvHB_7qzFQiA?authuser=0&hl=fr&rclk=1,clinique psychiatrique,0,francais,2025-07-06T08:26:07.771331,{},[],[]
Centre De Santé Hay Salam,,,Hôpital,Aïn Taoujdate,"WQQJ+Q65, Unnamed Road, Ain Taoujdate",,,,"5,0",4,Fermé ⋅ Ouvre à 08:00 lun.,33.9393758,-5.2194054,https://www.google.com/maps/place/Centre+De+Sant%C3%A9+Hay+Salam/data=!4m7!3m6!1s0xda024b1059be6b7:0xc17717b3deb6cb12!8m2!3d33.9393758!4d-5.2194054!16s%2Fg%2F11cr_y7dyv!19sChIJt-abBbEkoA0REsu23rMXd8E?authuser=0&hl=fr&rclk=1,centre santé mentale,0,francais,2025-07-06T08:26:55.694936,{},[],[]
Centre d'ain taoujdate,,,Centre commercial,Aïn Taoujdate,Ain Taoujdate,,,,"3,6",5,Fermé ⋅ Ouvre à 08:00 lun.,33.9395916,-5.2090169,https://www.google.com/maps/place/Centre+d%27ain+taoujdate/data=!4m7!3m6!1s0xda02507493b9047:0x3fe3c8eff0a67992!8m2!3d33.9395916!4d-5.2090169!16s%2Fg%2F11flbrmkvr!19sChIJR5A7SQcloA0Rknmm8O_I4z8?authuser=0&hl=fr&rclk=1,centre réhabilitation,0,francais,2025-07-06T08:27:42.657439,{},[],[]
مركز النسخ ومكتبة سيكما,مركز النسخ ومكتبة سيكما,,Librairie de livres rares,Aïn Taoujdate,"WQQQ+F5J, Unnamed Road, Ain Taoujdate",,+212644-869362,,"5,0",1,,33.9387011,-5.2121209,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%86%D8%B3%D8%AE+%D9%88%D9%85%D9%83%D8%AA%D8%A8%D8%A9+%D8%B3%D9%8A%D9%83%D9%85%D8%A7%E2%80%AD/data=!4m7!3m6!1s0xda0254633930529:0xd6fc644d12d86627!8m2!3d33.9387011!4d-5.2121209!16s%2Fg%2F11j13n8yg4!19sChIJKQWTM0YloA0RJ2bYEk1k_NY?authuser=0&hl=fr&rclk=1,thérapeute,0,arabe|francais,2025-07-06T08:28:28.293053,{},[],[]
"Centre Stimulation Magnétique rTMS, DeepTMS - Maroc by Dr IDRISSIمركز التحفيز المغناطيسي و التحفيز العميق.",مركز التحفيز المغناطيسي و التحفيز العميق,,Psychiatre,Aïn Taoujdate,"Rue Abdelkhalek Torres, Fès 30050",,+2125356-52065,https://www.google.com/url?q=http://www.dridrissi.com/&opi=79508299&sa=U&ved=0ahUKEwjQ2s3z2qeOAxWNQvEDHVL2LVUQ61gIEigO&usg=AOvVaw3eQmAaqZA6ZczJcqEEjkFz,"4,8",50,Fermé ⋅ Ouvre à 08:30 lun.,34.0365405,-4.9990244,"https://www.google.com/maps/place/Centre+Stimulation+Magn%C3%A9tique+rTMS,+DeepTMS+-+Maroc+by+Dr+IDRISSI%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%AA%D8%AD%D9%81%D9%8A%D8%B2+%D8%A7%D9%84%D9%85%D8%BA%D9%86%D8%A7%D8%B7%D9%8A%D8%B3%D9%8A+%D9%88+%D8%A7%D9%84%D8%AA%D8%AD%D9%81%D9%8A%D8%B2+%D8%A7%D9%84%D8%B9%D9%85%D9%8A%D9%82.%E2%80%AD/data=!4m7!3m6!1s0xd9f8b94851cd8a3:0x1c59962d8ed7ffa6!8m2!3d34.0365405!4d-4.9990244!16s%2Fg%2F11q2r_0fwt!19sChIJo9gchZSLnw0Rpv_Xji2WWRw?authuser=0&hl=fr&rclk=1",addictologue,0,arabe|francais,2025-07-06T08:29:16.946870,{},[],[]
المركز الطبي الإجتماعي و النفسي,المركز الطبي الإجتماعي و النفسي,,Hôpital,Aïn Taoujdate,"GGX8+WPG, Bd Attaouhid, Titt Mellilen",,+2125225-10092,,"3,3",3,Fermé ⋅ Ouvre à 08:30 lun.,33.5498215,-7.4831563,https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A+%D8%A7%D9%84%D8%A5%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A+%D9%88+%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%E2%80%AD/data=!4m7!3m6!1s0xda63544531fec85:0x116f64350358d95c!8m2!3d33.5498215!4d-7.4831563!16s%2Fg%2F11fkmf2wkr!19sChIJhewfU0Q1pg0RXNlYAzVkbxE?authuser=0&hl=fr&rclk=1,مركز الصحة النفسية,0,arabe|francais,2025-07-06T08:33:23.302641,{},[],[]
Dr Mehdi Tahiri Joutei Hassani - Psychiatre - Addictologue - Sexologue -طبيب نفسي,طبيب نفسي,,Psychiatre,Aïn Taoujdate,"etg 5، station tram RIVIERA، C 47 Angle Av Stendhal et, Bd Anoual, Casablanca 20100",، ،,+212669-905001,,"4,2",55,Fermé ⋅ Ouvre à 09:00 lun.,33.5712221,-7.6357572,https://www.google.com/maps/place/Dr+Mehdi+Tahiri+Joutei+Hassani+-+Psychiatre+-+Addictologue+-+Sexologue+-%D8%B7%D8%A8%D9%8A%D8%A8+%D9%86%D9%81%D8%B3%D9%8A%E2%80%AD/data=!4m7!3m6!1s0xda7cd995117a12f:0xdc64e3b826de5502!8m2!3d33.5712221!4d-7.6357572!16s%2Fg%2F11h1zfjbkz!19sChIJL6EXUZnNpw0RAlXeJrjjZNw?authuser=0&hl=fr&rclk=1,معالج نفسي,0,arabe|francais,2025-07-06T08:34:53.318444,{},[],[]
Ain taoujdate,,,Centre commercial,Aïn Taoujdate,"2CQQ+J2M, Oualili",,,,,,,34.0390802,-5.5624455,https://www.google.com/maps/place/Ain+taoujdate/data=!4m7!3m6!1s0xda0670072c9da95:0x876c840c5a14eb7e!8m2!3d34.0390802!4d-5.5624455!16s%2Fg%2F11md1l0t63!19sChIJldrJcgBnoA0RfusUWgyEbIc?authuser=0&hl=fr&rclk=1,مركز التأهيل,0,francais,2025-07-06T08:35:39.611354,{},[],[]
